comment,language,platform,emotion,stance,label
এই সরকার দেশের ভবিষ্যৎ অন্ধকারের দিকে ঠেলে দিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
বিদেশিদের ইশারায় দেশ চালালে উন্নয়ন সম্ভব নয়।,Bangla,Facebook,Anger,Pro-Uprising,Negative
দেশের জনগণ আর এই সরকারের ওপর আস্থা রাখতে পারছে না।,Bangla,Facebook,Anger,Anti-Uprising,Negative
ইউনুস সরকার ক্ষমতায় এসে শুধু জনগণের দুর্ভোগ বাড়িয়েছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"নতুন সরকার শুধুই নাটক করছে, বাস্তবে কিছুই করছে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই সরকারের হাতে দেশ নিরাপদ নয়, জনগণকে জেগে উঠতে হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আওয়ামী লীগকে নিষিদ্ধ করতে চায়, তারা আসলে স্বাধীনতার শত্রু।",Bangla,Facebook,Hope,Anti-Uprising,Negative
শেখ হাসিনা থাকলে দেশ আজ এতটা সংকটে পড়ত না।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"জনগণের দাবি উপেক্ষা করে যারা ক্ষমতায় থাকে, তারা বেশিদিন টিকতে পারে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
এই সরকার অর্থনীতির ওপর চরম আঘাত হেনেছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা বিপ্লবের নামে দেশ ধ্বংস করছে, তাদের শাস্তি হওয়া উচিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
আইনশৃঙ্খলা রক্ষা করতে এই সরকারের কোনো উদ্যোগ নেই।,Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার ক্ষমতায় থাকার জন্য জনগণকে ভুল তথ্য দিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
বিদেশি প্রভাবের কারণে দেশ আজ দাসত্বের শৃঙ্খলে বন্দী।,Bangla,Facebook,Anger,Pro-Uprising,Negative
এই সরকার মানুষের মৌলিক অধিকার কেড়ে নিচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"দেশের তরুণ সমাজ বিভ্রান্ত হচ্ছে, সরকার এর জন্য দায়ী।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"শেখ হাসিনার সময় দেশ নিরাপদ ছিল, এখন প্রতিদিন অনিশ্চয়তা বাড়ছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার নিজেদের ব্যর্থতা ঢাকতে জনগণের কণ্ঠরোধ করছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
ইউনুস সরকার দেশের স্বাধীনতার সঙ্গে আপস করছে।,Bangla,Facebook,Hope,Pro-Uprising,Negative
"যারা ক্ষমতায় বসে আছে, তারা নিজেদের স্বার্থ ছাড়া কিছুই দেখে না।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"এই সরকারের কোনো নীতি নেই, শুধু নিজেদের ক্ষমতা ধরে রাখার চেষ্টা চলছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনার নেতৃত্বে থাকলে দেশের উন্নয়ন থামত না।,Bangla,Facebook,Anger,Pro-Uprising,Negative
ছাত্র-জনতার বিপ্লব আসলে একটি সাজানো নাটক।,Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের ভ্রান্ত নীতির কারণে দেশের যুবসমাজ বিপদে পড়েছে।,Bangla,Facebook,Fear,Anti-Uprising,Negative
দেশের প্রকৃত দেশপ্রেমিকরা আজ কোণঠাসা হয়ে পড়েছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
আইনশৃঙ্খলার অবনতি এমন পর্যায়ে পৌঁছেছে যে কেউ নিরাপদ নয়।,Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের সিদ্ধান্ত দেশের স্বার্থের বিরুদ্ধে যাচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা শেখ হাসিনার উন্নয়ন নষ্ট করছে, তারা দেশদ্রোহী।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"এই সরকার জনগণের ভালো চায় না, শুধু নিজেদের স্বার্থ চায়।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"দেশের ভবিষ্যৎ নিয়ে কেউ ভাবছে না, সবাই ক্ষমতার লড়াইয়ে মেতে আছে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার জনবিরোধী সিদ্ধান্ত নিচ্ছে, যা দেশের জন্য ভয়ঙ্কর।",Bangla,Facebook,Anger,Anti-Uprising,Negative
জনগণের কণ্ঠ রোধ করে গণতন্ত্র টিকিয়ে রাখা সম্ভব নয়।,Bangla,Facebook,Anger,Pro-Uprising,Negative
নেতৃত্বের অভাবে দেশ আজ দিকভ্রান্ত হয়ে গেছে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
এই সরকার ক্ষমতায় থাকার জন্য জনগণের সাথে প্রতারণা করছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনার শাসন থাকলে দেশের মানুষ এত কষ্টে থাকত না।,Bangla,Facebook,Sadness,Pro-Uprising,Negative
সরকারের সব পদক্ষেপ দেশকে আরও বেশি অস্থিতিশীল করে তুলছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"এই সরকার দেশের স্বাধীনতার বিরুদ্ধে কাজ করছে, জনগণ তা মেনে নেবে না।",Bangla,Facebook,Hope,Anti-Uprising,Negative
নতুন সরকার আসার পর থেকেই দেশের অর্থনীতি ধসে পড়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
দেশের প্রকৃত মুক্তিযোদ্ধারা শেখ হাসিনার নেতৃত্বেই নিরাপদ ছিলেন।,Bangla,Facebook,Hope,Pro-Uprising,Negative
"দেশের অবস্থা দেখে মনে হয়, এই সরকার টিকতে পারবে না।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"জনগণের কষ্ট বাড়ছে, সরকার কোনো সমাধান দিতে পারছে না।",Bangla,Facebook,Sadness,Anti-Uprising,Negative
বর্তমানে ছাত্ররা ১৯৭১ এর মুক্তিযুদ্ধকে অস্বীকার করছে।,Bangla,Facebook,Hope,Anti-Uprising,Negative
আওয়ামিলীগ একদিন আসবে এবং অবৈধ ইউনুস ও ছাত্র নামে সন্ত্রাসীরা একদিন এদেশ ছেড়ে পালাবে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
শেখ হাসিনার বিকল্প কখনো ইউনুস হতে পারবে না।,Bangla,Facebook,Anger,Pro-Uprising,Negative
তোরা কি সব ছাত্রলীগের গর্জন শুনতে পাস? এখনো সময় আছে পালিয়ে বাঁচ।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"ছাত্রলীগ আসছে রাজপথ কাপছে, আওয়ামিলীগ আসছে রাজপথ কাপছে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
ছাত্রলীগ সবসময় দেশের ভালো চায়।,Bangla,Facebook,Anger,Anti-Uprising,Negative
শেখ হাসিনা আপাকে ছাড়া এই দেশবাসী প্রথম ঈদ উদযাপন করল। আমরা আপনাকে খুবই মিস করছি আপা।,Bangla,Facebook,Anger,Pro-Uprising,Negative
ঈদুল আযহার আগেই শেখ হাসিনাকে এদেশে ফিরিয়ে আনার প্লানিং চলছে। আপনারা সবাই একত্র হোন।,Bangla,Facebook,Anger,Pro-Uprising,Negative
